,index,location,bhk,total_sqft,bath,price,encoded_loc
506,647,others,2,1160.0,2.0,52.2,230
507,650,Sarjapur,2,1128.0,2.0,60.0,193
508,652,others,3,1220.0,2.0,35.23,230
509,653,Sarjapur  Road,2,1210.0,2.0,58.0,194
510,654,Kanakpura Road,3,1100.0,2.0,58.0,127
511,655,Bommasandra,3,1200.0,3.0,46.0,48
512,656,Haralur Road,4,3385.0,5.0,260.0,90
513,657,others,3,1641.0,3.0,66.0,230
514,658,Horamavu Agara,2,1200.0,2.0,45.0,98
515,659,Raja Rajeshwari Nagar,2,1260.0,2.0,67.39,184
516,660,Mahadevpura,3,1720.0,3.0,78.0,156
517,661,Yelahanka,2,1692.5,2.0,48.13,226
518,662,Yelahanka,2,1210.0,2.0,45.98,226
519,664,Bisuvanahalli,3,1075.0,2.0,45.0,46
520,665,Thanisandra,3,1702.0,3.0,130.0,209
521,667,Raja Rajeshwari Nagar,2,1141.0,2.0,38.55,184
522,668,others,3,2072.0,3.0,108.0,230
523,669,JP Nagar,5,7720.0,2.0,375.0,109
524,670,others,3,1200.0,2.0,70.0,230
525,671,others,3,1350.0,3.0,77.0,230
526,672,others,4,5591.0,4.0,445.0,230
527,673,others,3,1180.0,2.0,78.34,230
528,678,Bannerghatta Road,3,1640.0,2.0,120.0,34
529,680,Kodichikkanahalli,3,1190.0,2.0,57.0,138
530,682,Marathahalli,2,1019.0,2.0,49.85,161
531,684,Akshaya Nagar,3,1250.0,3.0,40.0,11
532,686,Whitefield,2,1140.0,2.0,56.0,224
533,687,Lingadheeranahalli,3,1683.0,3.0,109.0,154
534,688,Kaggadasapura,3,1515.0,3.0,83.3,118
535,689,Hoodi,4,2118.0,4.0,111.0,97
536,690,Bannerghatta Road,4,1380.0,3.0,58.0,34
537,691,Varthur Road,2,1083.0,2.0,61.75,218
538,693,others,3,2300.0,3.0,120.0,230
539,694,others,2,1240.0,2.0,60.0,230
540,695,others,3,1750.0,3.0,120.0,230
541,696,others,2,1230.0,2.0,43.48,230
542,698,Abbigere,2,985.0,2.0,40.39,10
543,699,Tindlu,3,1500.0,2.0,87.0,213
544,700,Electronic City,2,1125.0,2.0,32.49,74
545,701,others,2,950.0,2.0,44.0,230
546,702,JP Nagar,5,7800.0,2.0,548.5,109
547,703,Kothanur,3,1580.0,3.0,76.0,146
548,706,Hennur Road,3,2264.0,3.0,159.0,96
549,708,Kammasandra,2,810.0,2.0,24.5,125
550,709,others,2,1045.0,2.0,45.0,230
551,710,Hebbal,2,1337.0,2.0,82.0,92
552,713,Begur Road,3,1500.0,2.0,54.0,39
553,714,Whitefield,3,1640.0,4.0,91.0,224
554,715,others,3,1570.0,3.0,62.0,230
555,716,Gubbalala,3,1470.0,2.0,82.0,84
556,717,Kengeri,2,1160.0,2.0,40.61,135
557,718,7th Phase JP Nagar,2,1050.0,2.0,71.0,6
558,720,Bannerghatta Road,3,1460.0,2.0,90.0,34
559,721,Hulimavu,3,1823.0,3.0,100.0,105
560,722,Electronic City,2,1094.0,2.0,42.0,74
561,723,Budigere,2,1153.0,2.0,57.0,52
562,724,others,3,1325.0,3.0,57.0,230
563,725,others,4,1200.0,3.0,85.0,230
564,726,Jakkur,3,1590.0,2.0,125.0,110
565,729,others,2,1202.0,2.0,48.0,230
566,730,Haralur Road,2,1202.0,2.0,53.0,90
567,731,others,2,1200.0,2.0,62.5,230
568,732,Panathur,3,1688.0,3.0,118.0,180
569,733,Kaval Byrasandra,2,1020.0,2.0,52.0,133
570,734,Sarjapur,2,1185.0,2.0,47.0,193
571,735,Ramagondanahalli,2,1235.0,2.0,52.04,187
572,737,Banashankari,2,1077.0,2.0,37.64,26
573,738,Kengeri Satellite Town,3,1415.0,2.0,66.0,136
574,739,EPIP Zone,3,2330.0,3.0,162.0,73
575,740,Whitefield,2,805.0,2.0,35.0,224
576,741,others,1,425.0,1.0,20.03,230
577,742,Whitefield,2,1155.0,2.0,59.95,224
578,744,Anekal,2,656.0,2.0,22.0,17
579,745,others,2,1100.0,2.0,48.0,230
580,746,Mahadevpura,2,1150.0,2.0,52.0,156
581,750,Whitefield,3,2280.0,4.0,126.0,224
582,751,Hegde Nagar,2,1341.0,2.0,97.0,94
583,752,Jakkur,2,1279.0,2.0,77.0,110
584,753,Electronic City Phase II,4,2225.0,4.0,98.88,75
585,754,Thanisandra,2,1185.0,2.0,43.51,209
586,755,others,3,1750.0,3.0,85.0,230
587,756,Kudlu,2,1152.0,2.0,53.5,147
588,759,Varthur Road,4,2760.0,4.0,155.0,218
589,760,5th Phase JP Nagar,2,1070.0,2.0,39.0,4
590,761,Uttarahalli,2,1101.0,2.0,45.0,216
591,762,others,2,775.0,2.0,55.0,230
592,763,Yeshwanthpur,1,667.0,1.0,36.85,229
593,764,Electronic City,2,1070.0,2.0,55.0,74
594,765,Old Airport Road,3,1875.0,2.0,110.0,176
595,766,Kundalahalli,2,735.0,2.0,57.99,150
596,768,Koramangala,3,1750.0,3.0,130.0,144
597,769,Marathahalli,2,1215.0,2.0,67.0,161
598,771,Vishwapriya Layout,2,820.0,2.0,30.0,222
599,772,Banashankari Stage VI,2,1757.5,2.0,59.935,30
600,773,Battarahalli,3,1779.0,3.0,89.61,37
601,774,others,2,1105.0,2.0,58.0,230
602,775,others,1,1590.0,2.0,93.0,230
603,776,Whitefield,3,1650.0,3.0,60.0,224
604,779,Cox Town,3,1975.0,3.0,150.0,62
605,780,Kammasandra,2,674.0,2.0,33.0,125
606,781,Kaggadasapura,2,1185.0,2.0,41.0,118
607,782,Thanisandra,1,445.0,1.0,28.0,209
608,784,HSR Layout,3,1475.0,3.0,75.0,89
609,785,Gottigere,3,1618.0,3.0,82.5,82
610,786,Koramangala,2,1120.0,2.0,65.0,144
611,787,Marathahalli,4,2181.0,3.0,152.0,161
612,788,Vidyaranyapura,4,1200.0,4.0,90.0,219
613,790,Bannerghatta Road,3,1556.0,2.0,59.13,34
614,791,Bannerghatta Road,2,1179.0,2.0,66.02,34
615,792,Thanisandra,2,1296.0,2.0,83.0,209
616,793,Kaggadasapura,2,1275.0,2.0,52.0,118
617,795,Kathriguppe,3,1400.0,2.0,77.0,132
618,796,Gottigere,2,1222.0,2.0,63.0,82
619,797,Electronic City,2,940.0,2.0,41.0,74
620,798,Thanisandra,2,1185.0,2.0,42.6,209
621,799,Tumkur Road,3,1779.0,3.0,112.0,214
622,800,Begur Road,3,1615.0,3.0,59.76,39
623,801,JP Nagar,4,6624.5,2.0,453.0,109
624,802,Haralur Road,2,1056.0,2.0,61.0,90
625,803,7th Phase JP Nagar,2,1100.0,2.0,46.0,6
626,804,Arekere,2,920.0,2.0,40.0,20
627,805,others,3,1602.0,2.0,75.0,230
628,806,Padmanabhanagar,2,1176.0,2.0,62.0,178
629,809,Kasavanhalli,3,1717.0,3.0,99.0,130
630,811,Bhoganhalli,4,2119.0,4.0,111.0,43
631,812,Vittasandra,2,1246.0,2.0,67.3,223
632,813,Anandapura,2,1141.0,2.0,42.79,15
633,814,Hennur Road,2,1157.0,2.0,84.0,96
634,816,Yelahanka New Town,1,650.0,1.0,33.0,227
635,817,Hebbal,2,1349.0,2.0,98.0,92
636,818,others,3,1566.0,3.0,83.3,230
637,819,Sahakara Nagar,4,2830.0,3.0,195.0,190
638,820,Electronic City,3,1320.0,2.0,38.13,74
639,821,others,3,1780.0,3.0,84.83,230
640,822,Varthur,2,1091.0,2.0,34.9,217
641,823,Rachenahalli,4,3670.0,4.0,300.0,183
642,824,7th Phase JP Nagar,2,918.0,2.0,50.49,6
643,825,Yeshwanthpur,4,1950.0,4.0,130.0,229
644,826,Panathur,3,1695.0,3.0,90.0,180
645,827,Yelahanka,3,1705.0,3.0,95.0,226
646,828,Kalyan nagar,3,1375.0,3.0,75.0,122
647,829,Kanakpura Road,1,525.0,1.0,30.0,127
648,830,Whitefield,2,1447.0,2.0,83.0,224
649,831,Thanisandra,2,1114.0,2.0,39.0,209
650,832,7th Phase JP Nagar,3,1450.0,2.0,100.0,6
651,834,others,2,1022.0,2.0,40.0,230
652,835,Hebbal,2,1000.0,2.0,45.0,92
653,836,Electronic City,2,1128.0,2.0,68.75,74
654,837,Kanakpura Road,2,1180.0,2.0,57.0,127
655,841,Kanakpura Road,2,1339.0,2.0,75.0,127
656,842,Yelachenahalli,3,1400.0,2.0,55.0,225
657,843,7th Phase JP Nagar,2,1040.0,2.0,39.52,6
658,844,Kadugodi,2,1198.0,2.0,58.0,117
659,845,others,4,1200.0,3.0,95.0,230
660,846,Sarjapur  Road,3,1691.0,3.0,113.0,194
661,847,Bisuvanahalli,3,1075.0,3.0,36.0,46
662,849,8th Phase JP Nagar,3,1240.0,3.0,43.5,7
663,850,Bannerghatta Road,2,1680.0,2.0,58.935,34
664,851,Mallasandra,3,1665.0,3.0,86.58,158
665,852,Marathahalli,3,2489.0,3.0,94.0,161
666,853,Brookefield,2,1142.0,2.0,70.0,51
667,856,Kothannur,3,1853.0,3.0,82.0,145
668,858,Kasturi Nagar,2,1567.0,2.0,92.0,131
669,862,Electronics City Phase 1,2,1175.0,2.0,51.47,76
670,863,Subramanyapura,2,1200.0,2.0,52.0,205
671,864,Kodichikkanahalli,2,995.0,2.0,41.0,138
672,865,Magadi Road,2,884.0,2.0,41.1,155
673,867,Yeshwanthpur,2,1170.0,2.0,57.0,229
674,868,KR Puram,2,1225.0,2.0,46.55,115
675,869,Electronic City,2,1342.0,2.0,73.3,74
676,870,Uttarahalli,2,1345.0,2.0,67.0,216
677,871,Kodigehaali,3,1320.0,3.0,65.0,139
678,873,Raja Rajeshwari Nagar,2,1140.0,2.0,49.39,184
679,874,Battarahalli,2,1300.0,2.0,50.0,37
680,875,Hosa Road,3,1652.0,3.0,85.0,101
681,876,Thigalarapalya,3,2072.0,4.0,142.0,210
682,877,Arekere,3,1740.0,2.0,95.0,20
683,878,Electronic City,3,1360.0,2.0,71.0,74
684,879,Hosur Road,3,1145.0,2.0,60.0,104
685,881,Sarjapur  Road,2,1278.0,2.0,95.0,194
686,882,Electronic City Phase II,1,630.0,1.0,40.0,75
687,883,Kanakpura Road,3,1100.0,3.0,58.0,127
688,884,others,3,1200.0,3.0,95.0,230
689,888,Hosur Road,5,3300.0,5.0,240.0,104
690,890,Gunjur,3,1356.0,2.0,66.0,85
691,891,others,2,823.0,2.0,28.0,230
692,892,TC Palaya,3,1200.0,2.0,66.0,207
693,893,Ramamurthy Nagar,2,1050.0,2.0,37.0,188
694,894,others,2,1180.0,2.0,69.0,230
695,896,7th Phase JP Nagar,2,1070.0,2.0,42.79,6
696,897,Varthur,2,1385.0,2.0,80.0,217
697,898,Varthur,1,1000.0,1.0,70.0,217
698,899,Whitefield,3,1897.0,3.0,130.0,224
699,900,Magadi Road,2,1005.0,2.0,55.78,155
700,901,Green Glen Layout,3,1575.0,3.0,125.0,83
701,902,Subramanyapura,2,975.0,2.0,65.0,205
702,903,Hennur Road,3,1904.0,3.0,120.0,96
703,904,Kengeri Satellite Town,1,930.0,1.0,30.0,136
704,907,Electronic City Phase II,2,2400.0,3.0,150.0,75
705,909,Sarjapur  Road,3,2238.0,3.0,140.0,194
706,910,Harlur,2,1174.0,2.0,69.0,91
707,911,Thubarahalli,4,3800.0,4.0,239.0,211
708,912,Whitefield,3,2225.0,2.0,125.0,224
709,914,Jigani,2,918.0,2.0,52.0,113
710,915,Mahadevpura,2,1250.0,2.0,52.0,156
711,916,Sarjapur  Road,3,1800.0,3.0,110.0,194
712,917,Marathahalli,2,1170.0,2.0,53.0,161
713,919,Bannerghatta Road,2,793.0,2.0,45.0,34
714,920,Jakkur,3,1710.0,3.0,107.0,110
715,921,Kambipura,3,1082.0,2.0,57.5,123
716,922,others,2,1001.0,2.0,33.03,230
717,924,Yelahanka,3,1590.0,2.0,54.0,226
718,925,others,3,2400.0,2.0,80.0,230
719,926,Horamavu Banaswadi,3,1554.0,3.0,55.0,99
720,929,Konanakunte,2,884.0,1.0,58.0,143
721,931,Marathahalli,2,1019.0,2.0,49.86,161
722,932,Ambedkar Nagar,3,1935.0,4.0,130.0,13
723,933,Uttarahalli,3,1135.0,2.0,39.73,216
724,940,Kasavanhalli,3,1799.0,3.0,90.0,130
725,941,Whitefield,4,6151.5,2.0,304.0,224
726,943,Kundalahalli,2,1047.0,2.0,82.0,150
727,944,others,2,1282.0,2.0,87.0,230
728,945,NGR Layout,2,1020.0,2.0,45.9,167
729,947,Whitefield,2,1495.0,2.0,79.5,224
730,948,Kasavanhalli,4,3260.0,4.0,240.0,130
731,949,others,3,1611.0,2.0,64.44,230
732,951,others,3,1500.0,2.0,95.0,230
733,952,Sahakara Nagar,3,1500.0,2.0,95.0,190
734,954,Uttarahalli,3,1540.0,3.0,50.0,216
735,955,Hosa Road,3,1639.0,3.0,80.0,101
736,957,Raja Rajeshwari Nagar,2,1303.0,2.0,55.79,184
737,963,Brookefield,3,1440.0,2.0,68.0,51
738,964,Seegehalli,2,901.0,2.0,35.14,198
739,966,Sarjapur,3,900.0,2.0,42.0,193
740,967,others,2,1060.0,2.0,55.0,230
741,968,NGR Layout,2,1020.0,2.0,48.45,167
742,969,Varthur,3,1535.0,3.0,65.99,217
743,970,others,1,530.0,1.0,20.0,230
744,972,others,2,1350.0,2.0,80.0,230
745,973,Sarjapur  Road,2,1115.0,2.0,50.0,194
746,974,Uttarahalli,2,1175.0,2.0,47.0,216
747,975,Whitefield,2,1113.0,2.0,62.0,224
748,978,Giri Nagar,2,650.0,2.0,42.0,80
749,979,Marathahalli,2,1325.0,2.0,71.55,161
750,980,Electronics City Phase 1,2,950.0,2.0,31.0,76
751,981,Jakkur,3,1396.0,2.0,86.51,110
752,982,Rachenahalli,2,1050.0,2.0,52.07,183
753,983,Thanisandra,3,1825.0,3.0,100.0,209
754,984,7th Phase JP Nagar,2,1190.0,2.0,49.98,6
755,985,Marathahalli,2,1220.0,2.0,56.5,161
756,986,NRI Layout,3,1565.0,2.0,75.0,168
757,987,Hennur Road,3,1891.0,3.0,109.0,96
758,988,others,2,900.0,2.0,27.0,230
759,989,Hosa Road,2,1161.0,2.0,55.15,101
760,993,Yeshwanthpur,1,665.0,1.0,36.85,229
761,995,Hoodi,2,1425.0,2.0,80.0,97
762,997,others,3,1200.0,3.0,56.12,230
763,998,Somasundara Palya,2,1255.0,2.0,67.0,202
764,999,Hegde Nagar,3,2112.95,4.0,145.0,94
765,1000,Raja Rajeshwari Nagar,1,600.0,1.0,22.0,184
766,1001,Haralur Road,3,1810.0,3.0,100.0,90
767,1002,Indira Nagar,2,1200.0,2.0,93.0,108
768,1003,Harlur,2,1033.0,2.0,49.0,91
769,1004,others,3,1548.0,3.0,89.5,230
770,1005,Horamavu Banaswadi,3,1611.0,3.0,66.0,99
771,1006,Electronic City Phase II,3,1400.0,2.0,40.43,75
772,1007,Vidyaranyapura,3,1485.0,2.0,67.0,219
773,1008,Margondanahalli,2,2400.0,2.0,82.0,162
774,1009,others,2,1025.0,2.0,44.5,230
775,1011,others,2,1225.0,2.0,53.0,230
776,1012,5th Phase JP Nagar,2,1256.0,2.0,62.8,4
777,1013,Whitefield,4,2268.0,3.0,163.0,224
778,1014,Kanakpura Road,3,1100.0,3.0,53.0,127
779,1015,others,2,1141.0,2.0,62.0,230
780,1016,Attibele,1,400.0,1.0,12.0,21
781,1017,Chandapura,2,1400.0,2.0,60.0,55
782,1019,others,1,1590.0,1.0,110.0,230
783,1021,others,2,1175.0,2.0,48.27,230
784,1022,Sahakara Nagar,2,1100.0,2.0,56.0,190
785,1023,Kanakpura Road,3,1843.0,3.0,95.84,127
786,1025,Horamavu Banaswadi,2,1460.0,2.0,80.5,99
787,1026,Rachenahalli,3,1530.0,2.0,74.5,183
788,1027,HSR Layout,2,1467.0,2.0,55.0,89
789,1028,others,1,950.0,1.0,40.0,230
790,1029,Vittasandra,2,1246.0,2.0,64.5,223
791,1030,Kanakapura,1,711.0,1.0,38.0,126
792,1031,Haralur Road,2,1194.0,2.0,46.0,90
793,1032,Babusapalaya,3,1358.0,2.0,43.4,24
794,1034,Hoodi,2,1420.0,2.0,75.0,97
795,1035,Kathriguppe,3,1250.0,2.0,68.75,132
796,1036,Akshaya Nagar,2,1280.0,2.0,58.0,11
797,1037,others,2,1209.0,2.0,50.0,230
798,1038,others,5,4200.0,5.0,225.0,230
799,1040,Panathur,3,1315.0,2.0,54.8,180
800,1041,others,3,1800.0,3.0,90.0,230
801,1042,others,5,1600.0,4.0,125.0,230
802,1043,TC Palaya,3,1600.0,2.0,65.0,207
803,1045,others,3,1563.0,3.0,52.0,230
804,1046,Whitefield,3,1560.0,2.0,72.0,224
805,1047,Brookefield,3,2169.0,4.0,115.0,51
806,1049,Rachenahalli,2,1050.0,2.0,55.5,183
807,1050,Iblur Village,3,3235.0,3.0,235.0,107
808,1051,TC Palaya,3,1200.0,3.0,66.0,207
809,1052,HSR Layout,2,1140.0,2.0,46.0,89
810,1054,Horamavu Agara,3,1560.0,3.0,75.0,98
811,1055,JP Nagar,2,1100.0,2.0,70.0,109
812,1056,Kasavanhalli,3,1260.0,2.0,40.32,130
813,1057,Hebbal,2,1036.0,2.0,50.0,92
814,1058,Akshaya Nagar,3,1662.0,3.0,85.1,11
815,1059,Yelachenahalli,3,1464.0,2.0,105.0,225
816,1060,Yelahanka,2,1234.0,2.0,80.0,226
817,1061,Sarjapur  Road,3,1403.0,3.0,55.0,194
818,1064,Seegehalli,3,1150.0,2.0,42.9,198
819,1067,Kanakapura,2,929.0,2.0,46.0,126
820,1069,TC Palaya,3,1350.0,2.0,75.0,207
821,1070,others,2,1135.0,2.0,39.73,230
822,1071,others,2,1405.0,2.0,70.0,230
823,1072,Whitefield,2,1200.0,2.0,45.84,224
824,1073,Haralur Road,4,2805.0,4.0,154.0,90
825,1074,Yeshwanthpur,2,1161.0,2.0,64.08,229
826,1075,Kanakpura Road,2,1290.0,2.0,74.0,127
827,1076,Yeshwanthpur,3,2557.0,3.0,141.0,229
828,1077,others,3,1480.0,3.0,90.0,230
829,1079,Old Madras Road,3,1350.0,3.0,54.54,177
830,1080,Kadugodi,3,1580.0,2.0,65.0,117
831,1081,Banashankari,3,1470.0,2.0,88.64,26
832,1083,Sarjapur  Road,2,1346.0,2.0,61.92,194
833,1084,others,3,1600.0,3.0,90.0,230
834,1088,others,2,1200.0,2.0,35.0,230
835,1089,Channasandra,3,1340.0,2.0,48.33,56
836,1091,Jigani,2,918.0,2.0,48.0,113
837,1092,others,3,1500.0,3.0,115.0,230
838,1093,Yelahanka,2,1315.0,2.0,85.0,226
839,1095,Uttarahalli,3,1390.0,2.0,62.55,216
840,1096,Uttarahalli,3,1330.0,2.0,56.0,216
841,1098,others,3,1824.0,3.0,125.0,230
842,1099,7th Phase JP Nagar,3,1420.0,2.0,96.0,6
843,1100,others,1,750.0,1.0,56.25,230
844,1101,Jalahalli East,3,1260.0,2.0,60.0,112
845,1102,Hennur Road,3,1561.0,3.0,95.0,96
846,1104,others,2,1060.0,2.0,42.0,230
847,1106,Haralur Road,2,1225.0,2.0,67.38,90
848,1107,Thanisandra,3,2144.0,3.0,135.0,209
849,1109,Electronic City,2,880.0,2.0,29.0,74
850,1110,Hoodi,3,1639.0,3.0,110.0,97
851,1111,Thanisandra,3,1240.0,2.0,62.0,209
852,1112,Kanakpura Road,2,1500.0,2.0,69.0,127
853,1113,Haralur Road,2,1243.0,2.0,46.0,90
854,1114,Marathahalli,3,1575.0,3.0,78.0,161
855,1116,Kambipura,3,1082.0,2.0,56.0,123
856,1117,Konanakunte,3,1637.0,3.0,73.0,143
857,1118,Kanakpura Road,3,1665.0,3.0,86.58,127
858,1119,Electronic City,2,1265.0,2.0,56.93,74
859,1120,Electronic City,3,1691.0,2.0,102.0,74
860,1121,Thanisandra,2,1100.0,2.0,38.0,209
861,1123,others,3,1500.0,3.0,62.0,230
862,1126,Choodasandra,2,1115.0,2.0,50.0,60
863,1127,Mysore Road,2,1070.0,2.0,45.0,166
864,1129,Budigere,2,1162.0,2.0,57.0,52
865,1130,others,2,1339.0,2.0,55.0,230
866,1131,Mahadevpura,2,1192.0,2.0,75.0,156
867,1132,Haralur Road,3,1920.0,3.0,115.0,90
868,1133,Hennur,2,1255.0,2.0,52.32,95
869,1135,others,3,1600.0,3.0,75.0,230
870,1136,others,2,1225.0,2.0,55.11,230
871,1138,Kasturi Nagar,3,1570.0,3.0,80.0,131
872,1139,Thanisandra,2,1093.0,2.0,70.0,209
873,1140,Basaveshwara Nagar,3,1865.0,3.0,145.0,36
874,1142,Kaikondrahalli,2,1039.0,2.0,80.0,120
875,1144,Whitefield,3,1985.0,3.0,75.0,224
876,1145,Hosakerehalli,3,1590.0,3.0,49.0,102
877,1147,Electronic City Phase II,2,775.0,2.0,38.0,75
878,1148,others,2,1000.0,2.0,50.0,230
879,1150,Bommasandra,2,1035.0,2.0,41.0,48
880,1151,Dasarahalli,3,1520.0,2.0,75.0,64
881,1152,Whitefield,2,1360.0,2.0,95.0,224
882,1153,others,4,6000.0,5.0,400.0,230
883,1154,Kodigehaali,2,1117.0,2.0,56.0,139
884,1156,EPIP Zone,2,1330.0,2.0,92.5,73
885,1157,Marathahalli,3,1937.0,3.0,160.0,161
886,1158,Electronic City,2,1128.0,2.0,65.49,74
887,1159,Neeladri Nagar,2,1053.0,2.0,45.0,173
888,1160,Panathur,2,1198.0,2.0,77.0,180
889,1161,Marathahalli,2,1152.0,2.0,56.0,161
890,1163,Frazer Town,2,1625.0,2.0,75.0,77
891,1164,Kundalahalli,3,1397.0,3.0,105.0,150
892,1167,Kaggalipura,1,700.0,1.0,38.0,119
893,1168,Yelahanka,2,1170.0,2.0,62.5,226
894,1169,Kanakpura Road,3,1200.0,2.0,42.0,127
895,1170,others,3,2400.0,3.0,170.0,230
896,1171,others,2,1480.0,2.0,65.0,230
897,1172,Akshaya Nagar,3,1897.0,3.0,120.0,11
898,1173,Rachenahalli,2,996.0,2.0,67.0,183
899,1174,Haralur Road,3,1875.0,3.0,110.0,90
900,1175,others,3,1500.0,2.0,98.0,230
901,1178,Yelahanka,3,2172.5,3.0,65.255,226
902,1179,Yelahanka,1,697.0,1.0,45.0,226
903,1180,Sarjapur  Road,1,710.0,1.0,27.0,194
904,1181,others,2,910.0,2.0,30.5,230
905,1182,Sompura,3,1025.0,2.0,48.0,203
906,1183,Magadi Road,2,1442.0,2.0,46.5,155
907,1185,Horamavu Agara,3,1453.0,2.0,46.48,98
908,1188,Bellandur,2,1281.0,2.0,74.0,40
909,1189,Cooke Town,1,565.0,1.0,35.0,61
910,1190,Varthur,2,1024.0,2.0,42.0,217
911,1191,Electronic City,3,1620.0,3.0,62.0,74
912,1192,Whitefield,2,1254.0,2.0,40.0,224
913,1193,Banashankari,3,1300.0,2.0,75.0,26
914,1194,Doddakallasandra,2,1233.0,2.0,43.0,69
915,1196,Hosur Road,3,1510.0,2.0,105.0,104
916,1197,Kaggalipura,2,950.0,2.0,65.0,119
917,1198,Battarahalli,3,1945.0,3.0,97.42,37
918,1199,Uttarahalli,2,1008.0,2.0,45.0,216
919,1200,Thanisandra,3,1265.0,2.0,79.0,209
920,1201,Hebbal,3,1255.0,2.0,77.68,92
921,1203,Yelenahalli,2,1200.0,2.0,46.17,228
922,1204,Sarjapur  Road,3,1403.0,3.0,51.63,194
923,1205,Kudlu Gate,3,1535.0,3.0,85.0,148
924,1206,others,3,1500.0,3.0,100.0,230
925,1207,Chamrajpet,3,1475.0,2.0,120.0,54
926,1208,Uttarahalli,3,1390.0,2.0,60.47,216
927,1209,Raja Rajeshwari Nagar,3,1278.0,2.0,53.76,184
928,1210,others,2,1133.0,2.0,55.0,230
929,1212,others,5,2900.0,5.0,90.0,230
930,1213,Kogilu,2,1170.0,2.0,51.99,142
931,1215,Whitefield,3,1697.0,3.0,94.79,224
932,1216,Thanisandra,3,1651.0,3.0,97.38,209
933,1218,Hennur Road,3,1192.0,2.0,60.0,96
934,1219,OMBR Layout,2,1078.0,2.0,65.0,175
935,1221,Kasavanhalli,2,1349.0,2.0,78.0,130
936,1223,7th Phase JP Nagar,3,1680.0,3.0,120.0,6
937,1224,Rayasandra,3,1314.0,2.0,63.0,189
938,1225,Garudachar Palya,2,1060.0,2.0,48.7,79
939,1226,Kalyan nagar,2,820.0,2.0,39.0,122
940,1227,Whitefield,4,5000.0,4.0,400.0,224
941,1228,others,3,2000.0,3.0,85.0,230
942,1229,others,2,856.0,2.0,40.0,230
943,1230,Rajaji Nagar,3,1621.0,4.0,130.0,185
944,1231,others,3,1200.0,3.0,68.4,230
945,1232,Bannerghatta Road,3,1484.0,3.0,52.5,34
946,1234,others,4,14000.0,3.0,800.0,230
947,1235,Yelahanka New Town,1,500.0,1.0,20.0,227
948,1236,others,1,485.0,1.0,15.0,230
949,1237,7th Phase JP Nagar,2,1050.0,2.0,42.0,6
950,1238,Uttarahalli,3,1617.0,3.0,66.68,216
951,1240,others,3,1384.0,3.0,62.28,230
952,1241,Devanahalli,2,1408.0,2.0,85.0,65
953,1242,Uttarahalli,2,1150.0,2.0,49.0,216
954,1243,Akshaya Nagar,3,1410.0,2.0,75.0,11
955,1244,Kaggadasapura,4,2150.0,4.0,100.0,118
956,1247,others,3,1508.0,3.0,70.25,230
957,1248,Ramamurthy Nagar,2,1040.0,2.0,50.0,188
958,1249,TC Palaya,2,1240.0,2.0,60.0,207
959,1250,Kudlu Gate,3,1535.0,3.0,78.0,148
960,1251,Lakshminarayana Pura,2,1180.0,2.0,75.0,153
961,1252,Abbigere,6,2200.0,6.0,68.0,10
962,1253,Bannerghatta Road,2,1400.0,2.0,78.0,34
963,1254,Raja Rajeshwari Nagar,1,500.0,1.0,25.0,184
964,1256,Sarjapur  Road,3,1984.0,4.0,146.0,194
965,1258,Garudachar Palya,3,1960.0,3.0,160.0,79
966,1259,Sarjapur  Road,2,1035.0,2.0,45.0,194
967,1260,others,4,2150.0,4.0,80.0,230
968,1261,Whitefield,3,1700.0,3.0,115.0,224
969,1262,Hosakerehalli,4,3024.0,5.0,248.0,102
970,1263,Tumkur Road,3,1586.0,3.0,100.0,214
971,1264,Hennur,3,2264.0,2.0,155.0,95
972,1265,Chikka Tirupathi,4,2325.0,4.0,120.0,57
973,1266,Yelahanka,2,1120.0,2.0,55.0,226
974,1267,Yelahanka,3,2382.0,2.0,67.98,226
975,1268,Sarjapur  Road,2,1128.0,2.0,59.0,194
976,1270,Jigani,2,924.0,2.0,65.0,113
977,1271,others,3,1600.0,3.0,52.0,230
978,1272,Pai Layout,2,1006.0,2.0,35.0,179
979,1273,Amruthahalli,2,1200.0,2.0,55.0,14
980,1274,others,2,1250.0,2.0,62.0,230
981,1276,Kannamangala,2,957.0,2.0,56.0,128
982,1277,Whitefield,2,1140.0,2.0,41.0,224
983,1278,others,2,1050.0,2.0,67.0,230
984,1279,Kasturi Nagar,3,1565.0,3.0,88.5,131
985,1280,Whitefield,2,1190.0,2.0,57.0,224
986,1281,Whitefield,3,2842.0,3.0,162.0,224
987,1282,Kanakpura Road,3,1558.67,2.0,65.0,127
988,1283,Electronics City Phase 1,1,630.0,1.0,39.0,76
989,1284,Whitefield,3,1403.0,2.0,60.81,224
990,1285,Kanakpura Road,3,1542.0,2.0,85.0,127
991,1286,Haralur Road,4,2750.0,4.0,220.0,90
992,1287,Iblur Village,4,3596.0,5.0,290.0,107
993,1288,Kengeri Satellite Town,3,1635.0,2.0,78.0,136
994,1289,Mysore Road,2,1239.0,2.0,53.0,166
995,1291,others,3,1596.0,3.0,105.0,230
996,1292,Channasandra,2,1009.0,2.0,38.34,56
997,1293,Hosa Road,3,1726.0,3.0,81.99,101
998,1294,Kudlu Gate,3,1535.0,3.0,86.0,148
999,1295,Banashankari Stage V,3,1300.0,2.0,58.5,29
